Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2286689,-,-,-,33.16,-101.79,0,939,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky GHI,GHI,Dew Point,Cloud Type,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction,Solar Zenith Angle
2021,1,1,13,0,-2.1,0,0,-9,4,59.33,0.7000000000000001,3,335,100.52
2021,1,1,14,0,-1.1,18,7,-9.600000000000001,4,52.620000000000005,0.5,4.1000000000000005,339,88.75
2021,1,1,15,0,1.2000000000000002,189,149,-10.4,4,41.82,0.5,5.1000000000000005,344,78.48
2021,1,1,16,0,3.6,373,373,-12.700000000000001,0,29.22,0.5,5.2,353,69.28
2021,1,1,17,0,5.800000000000001,518,518,-14.8,0,21.23,0.5,4.800000000000001,356,61.99
2021,1,1,18,0,7.6000000000000005,608,608,-16.1,0,16.76,0.5,4.4,355,57.370000000000005
2021,1,1,19,0,8.700000000000001,627,553,-16.400000000000002,4,15.24,0.6000000000000001,4.1000000000000005,355,56.11
2021,1,1,20,0,9.3,583,437,-15.8,5,15.280000000000001,0.6000000000000001,3.9000000000000004,357,58.43
2021,1,1,21,0,9.4,477,428,-15.100000000000001,7,16.18,0.6000000000000001,3.6,360,63.93
2021,1,1,22,0,8.5,315,118,-13.100000000000001,4,20.240000000000002,0.7000000000000001,2.6,1,71.87
2021,1,1,23,0,5.300000000000001,127,49,-7.300000000000001,4,39.67,0.7000000000000001,1.1,3,81.5
2021,1,2,0,0,4.4,0,0,-7.6000000000000005,5,41.35,0.8,1.1,8,92.44
2021,1,2,1,0,4.1000000000000005,0,0,-7.2,8,43.550000000000004,0.8,1.1,16,104.06
2021,1,2,2,0,3.8000000000000003,0,0,-6.9,7,45.49,0.8,1.1,21,116.19
2021,1,2,3,0,3.4000000000000004,0,0,-6.6000000000000005,7,47.84,0.8,1.1,22,128.61
2021,1,2,4,0,3.2,0,0,-6.4,7,49.44,0.8,1,20,141.15
2021,1,2,5,0,3,0,0,-6.2,7,50.75,0.9,1,16,153.52
2021,1,2,6,0,3.2,0,0,-6.6000000000000005,7,48.6,0.9,0.9,11,164.76
2021,1,2,7,0,3.5,0,0,-7.4,8,44.660000000000004,0.9,0.7000000000000001,1,169.55
2021,1,2,8,0,3.5,0,0,-8.200000000000001,8,42.12,0.8,0.5,315,161.71
2021,1,2,9,0,2.6,0,0,-7.7,8,46.76,0.8,0.8,268,149.93
2021,1,2,10,0,1.2000000000000002,0,0,-6.9,7,54.76,0.7000000000000001,1.1,265,137.46
2021,1,2,11,0,0.5,0,0,-6.9,8,57.68,0.6000000000000001,1.4000000000000001,271,124.93
2021,1,2,12,0,-0.6000000000000001,0,0,-8.1,7,56.96,0.6000000000000001,1.6,278,112.57000000000001
2021,1,2,13,0,-1.4000000000000001,0,0,-9.3,7,54.93,0.5,1.8,285,100.56
2021,1,2,14,0,-0.4,17,17,-10,1,48.32,0.5,2.4000000000000004,288,88.78
2021,1,2,15,0,2.3000000000000003,188,188,-11,0,36.71,0.5,3.7,283,78.5
2021,1,2,16,0,5.4,373,373,-10.100000000000001,0,31.77,0.5,3.6,264,69.28
2021,1,2,17,0,10,524,524,-13.100000000000001,0,18.29,0.4,5.5,261,61.96
2021,1,2,18,0,12.200000000000001,613,613,-14.4,0,14.23,0.4,6.1000000000000005,260,57.31
2021,1,2,19,0,13.3,636,636,-14.8,0,12.77,0.4,6.300000000000001,259,56.02
2021,1,2,20,0,13.8,592,592,-15.100000000000001,0,12.040000000000001,0.4,6.4,258,58.31
2021,1,2,21,0,13.700000000000001,490,490,-15.200000000000001,0,12.05,0.30000000000000004,6.1000000000000005,256,63.800000000000004
2021,1,2,22,0,12.4,330,330,-12.8,0,15.92,0.30000000000000004,4.4,251,71.73
2021,1,2,23,0,7.300000000000001,138,138,-9.1,0,30.2,0.30000000000000004,2.4000000000000004,239,81.36
2021,1,3,0,0,5.2,0,0,-9.4,0,33.94,0.30000000000000004,2.6,237,92.3
2021,1,3,1,0,5,0,0,-9.3,0,34.64,0.4,3.2,244,103.92
2021,1,3,2,0,4.800000000000001,0,0,-9,0,36.21,0.4,3.7,256,116.05
2021,1,3,3,0,4.5,0,0,-8.3,0,38.87,0.4,4,267,128.48
2021,1,3,4,0,5,0,0,-7.7,7,39.44,0.5,4.4,273,141.02
2021,1,3,5,0,5.1000000000000005,0,0,-7.300000000000001,8,40.46,0.5,4.5,275,153.38
2021,1,3,6,0,3.9000000000000004,0,0,-7.2,1,44.1,0.5,4.3,275,164.62
2021,1,3,7,0,3,0,0,-7.5,0,46.02,0.5,4.5,274,169.47
2021,1,3,8,0,2.4000000000000004,0,0,-7.7,8,47.13,0.6000000000000001,4.6000000000000005,272,161.73
2021,1,3,9,0,1.8,0,0,-7.9,0,48.660000000000004,0.6000000000000001,4.6000000000000005,274,149.98
2021,1,3,10,0,1.2000000000000002,0,0,-8,0,50.39,0.5,4.7,281,137.52
2021,1,3,11,0,0.6000000000000001,0,0,-8.1,0,52.17,0.4,4.6000000000000005,288,124.98
2021,1,3,12,0,0,0,0,-8.200000000000001,0,53.96,0.4,4.5,293,112.62
2021,1,3,13,0,-0.4,0,0,-8.3,0,55,0.4,4.5,299,100.60000000000001
2021,1,3,14,0,0.30000000000000004,17,17,-8.3,0,52.28,0.4,5.1000000000000005,302,88.8
2021,1,3,15,0,3,188,188,-8,0,44.2,0.4,5,301,78.51
2021,1,3,16,0,7,371,371,-7.4,0,35.11,0.4,4.800000000000001,305,69.26
2021,1,3,17,0,10.600000000000001,512,512,-7,0,28.41,0.5,4.6000000000000005,313,61.910000000000004
2021,1,3,18,0,13.700000000000001,601,601,-7.300000000000001,0,22.62,0.5,4.3,308,57.230000000000004
2021,1,3,19,0,15.5,621,621,-8.200000000000001,0,18.76,0.6000000000000001,4.4,297,55.910000000000004
2021,1,3,20,0,16.1,579,579,-8.9,0,17.18,0.6000000000000001,4.5,292,58.18
2021,1,3,21,0,16.1,475,475,-9.1,0,16.81,0.6000000000000001,4.2,286,63.660000000000004
2021,1,3,22,0,14.5,317,317,-5.2,0,25.150000000000002,0.7000000000000001,2.3000000000000003,279,71.59
2021,1,3,23,0,10.3,132,132,-4.5,0,35.11,0.7000000000000001,1.4000000000000001,261,81.22
2021,1,4,0,0,8.700000000000001,0,0,-6.5,0,33.6,0.7000000000000001,1.6,241,92.16
2021,1,4,1,0,7.1000000000000005,0,0,-6.5,8,37.24,0.7000000000000001,1.7000000000000002,232,103.78
2021,1,4,2,0,7.1000000000000005,0,0,-6.6000000000000005,8,37.1,0.7000000000000001,2.2,238,115.91
2021,1,4,3,0,6.1000000000000005,0,0,-7.6000000000000005,0,36.81,0.7000000000000001,2.8000000000000003,251,128.34
2021,1,4,4,0,5.7,0,0,-8.3,8,35.94,0.8,3.3000000000000003,266,140.88
2021,1,4,5,0,5.6000000000000005,0,0,-8.6,0,35.13,0.8,3.9000000000000004,273,153.23
2021,1,4,6,0,5.5,0,0,-8.8,0,34.94,0.8,4.7,275,164.47
2021,1,4,7,0,5.300000000000001,0,0,-8.8,0,35.480000000000004,0.8,5.4,277,169.38
2021,1,4,8,0,4.9,0,0,-8.700000000000001,0,36.79,0.8,5.800000000000001,280,161.75
2021,1,4,9,0,4.5,0,0,-8.5,0,38.39,0.9,5.6000000000000005,287,150.02
2021,1,4,10,0,4.1000000000000005,0,0,-8.1,0,40.59,0.8,5.300000000000001,296,137.57
2021,1,4,11,0,3.6,0,0,-7.6000000000000005,0,43.61,0.8,5.2,307,125.03
2021,1,4,12,0,3,0,0,-7.2,0,47.22,0.7000000000000001,5.1000000000000005,318,112.66
2021,1,4,13,0,2.4000000000000004,0,0,-6.7,0,51,0.7000000000000001,4.9,328,100.64
2021,1,4,14,0,3,16,16,-6.2,0,50.77,0.6000000000000001,5.300000000000001,337,88.83
2021,1,4,15,0,5.4,184,184,-5.5,0,45.2,0.6000000000000001,5.300000000000001,349,78.51
2021,1,4,16,0,9,365,365,-4.6000000000000005,0,37.88,0.6000000000000001,5.300000000000001,8,69.24
2021,1,4,17,0,12.4,509,509,-4.2,0,31.12,0.6000000000000001,5.300000000000001,27,61.870000000000005
2021,1,4,18,0,15,595,595,-4.7,0,25.32,0.7000000000000001,5.2,40,57.15
2021,1,4,19,0,16.5,619,619,-5.4,0,21.82,0.7000000000000001,5,50,55.800000000000004
2021,1,4,20,0,17,574,574,-5.7,0,20.7,0.8,4.5,57,58.050000000000004
2021,1,4,21,0,16.7,471,471,-5.7,0,21.11,0.8,3.9000000000000004,65,63.51
2021,1,4,22,0,15.100000000000001,317,317,-4.1000000000000005,0,26.45,0.8,2.6,74,71.44
2021,1,4,23,0,10.100000000000001,134,134,-2.1,0,42.4,0.8,1.4000000000000001,86,81.07000000000001
2021,1,5,0,0,7.6000000000000005,0,0,-3.2,0,46.49,0.8,1.5,97,92.01
2021,1,5,1,0,6.6000000000000005,0,0,-3.3000000000000003,0,49.29,0.8,1.5,107,103.64
2021,1,5,2,0,5.800000000000001,0,0,-3.4000000000000004,0,51.65,0.8,1.4000000000000001,118,115.77
2021,1,5,3,0,5.5,0,0,-3.5,0,52.26,0.8,1.3,131,128.2
2021,1,5,4,0,5.4,0,0,-3.5,0,52.67,0.8,1.2000000000000002,147,140.74
2021,1,5,5,0,5.2,0,0,-3.4000000000000004,0,53.88,0.9,1.1,163,153.09
2021,1,5,6,0,4.9,0,0,-3.3000000000000003,0,55.4,0.9,1.1,182,164.32
2021,1,5,7,0,4.3,0,0,-3.2,0,57.99,0.9,1.1,198,169.29
2021,1,5,8,0,3.7,0,0,-3.2,0,60.69,0.9,1.2000000000000002,210,161.76
2021,1,5,9,0,3,0,0,-3.1,0,64,0.9,1.2000000000000002,210,150.06
2021,1,5,10,0,2.3000000000000003,0,0,-3,0,67.81,0.8,1.3,204,137.62
2021,1,5,11,0,1.4000000000000001,0,0,-2.9000000000000004,0,72.99,0.8,1.4000000000000001,202,125.08
2021,1,5,12,0,0.6000000000000001,0,0,-2.7,0,78.3,0.8,1.5,207,112.7
2021,1,5,13,0,-0.1,0,0,-2.5,0,83.83,0.8,1.5,211,100.66
2021,1,5,14,0,2.1,16,16,-2.1,0,73.65,0.8,2,212,88.84
2021,1,5,15,0,5.7,180,180,-1.5,0,59.92,0.8,3.5,210,78.51
2021,1,5,16,0,9.3,360,262,-0.6000000000000001,3,50,0.8,4.3,195,69.22
2021,1,5,17,0,12.4,503,503,-0.1,0,42.34,0.8,5.4,192,61.81
2021,1,5,18,0,14.100000000000001,589,458,-0.30000000000000004,3,37.12,0.9,5.300000000000001,196,57.07
2021,1,5,19,0,15.700000000000001,612,471,-0.9,8,32.24,1,5.4,203,55.68
2021,1,5,20,0,16.7,568,425,-1.3,7,29.28,1.1,5.5,210,57.910000000000004
2021,1,5,21,0,17.1,466,306,-1.5,7,28.09,1.2000000000000002,5.5,215,63.36
2021,1,5,22,0,16.1,312,217,-1.2000000000000002,7,30.55,1.2000000000000002,4.4,217,71.29
2021,1,5,23,0,12,131,63,-0.2,7,43.03,1.2000000000000002,2.2,210,80.92
2021,1,6,0,0,10.5,0,0,-0.4,8,46.7,1.1,2.4000000000000004,202,91.86
2021,1,6,1,0,10,0,0,-0.4,8,48.29,1.1,2.9000000000000004,199,103.49000000000001
2021,1,6,2,0,9.200000000000001,0,0,-0.2,8,52,1,3.4000000000000004,205,115.62
2021,1,6,3,0,7.800000000000001,0,0,0,8,57.800000000000004,1,3.1,220,128.05
2021,1,6,4,0,6.7,0,0,-0.7000000000000001,8,59.36,0.8,2.7,246,140.59
2021,1,6,5,0,6.1000000000000005,0,0,-2.4000000000000004,0,54.550000000000004,0.6000000000000001,2.7,273,152.94
2021,1,6,6,0,5.6000000000000005,0,0,-4.3,0,49.050000000000004,0.6000000000000001,3.4000000000000004,300,164.16
2021,1,6,7,0,5.5,0,0,-4.9,0,47.26,0.6000000000000001,4.6000000000000005,320,169.19
2021,1,6,8,0,5.2,0,0,-3.7,0,52.46,0.7000000000000001,5.2,334,161.77
2021,1,6,9,0,4.800000000000001,0,0,-2.5,0,59.38,0.8,5.4,339,150.1
2021,1,6,10,0,4.1000000000000005,0,0,-1.9000000000000001,0,65.12,0.8,5.4,340,137.66
2021,1,6,11,0,3.4000000000000004,0,0,-1.8,0,68.66,0.8,5.300000000000001,340,125.12
2021,1,6,12,0,2.9000000000000004,0,0,-2,0,70.10000000000001,0.8,5.4,338,112.73
2021,1,6,13,0,2.9000000000000004,0,0,-2.5,0,67.54,0.9,5.9,343,100.69
2021,1,6,14,0,3.9000000000000004,15,4,-3,5,60.9,0.9,6.6000000000000005,346,88.85000000000001
2021,1,6,15,0,5.5,170,132,-3.1,7,53.86,1,7,346,78.5
2021,1,6,16,0,6.800000000000001,350,234,-3,8,49.79,1,7.5,349,69.18
2021,1,6,17,0,8.3,499,499,-3.1,0,44.56,0.9,7.4,348,61.75
2021,1,6,18,0,9.9,594,450,-3.8000000000000003,8,37.84,0.8,7.6000000000000005,344,56.97
2021,1,6,19,0,11.200000000000001,623,623,-5.300000000000001,0,30.96,0.7000000000000001,7.800000000000001,340,55.56
2021,1,6,20,0,11.9,586,586,-7.5,0,25.13,0.6000000000000001,7.9,338,57.76
2021,1,6,21,0,11.9,485,485,-9.600000000000001,0,21.2,0.5,7.7,337,63.2
2021,1,6,22,0,11.3,329,329,-11.100000000000001,0,19.7,0.5,7.1000000000000005,337,71.13
2021,1,6,23,0,8.700000000000001,144,144,-10.9,0,23.72,0.4,4.800000000000001,336,80.76
2021,1,7,0,0,5.800000000000001,0,0,-10.200000000000001,0,30.57,0.4,3.5,335,91.7
2021,1,7,1,0,4.6000000000000005,0,0,-10,0,33.71,0.30000000000000004,3.2,336,103.34
2021,1,7,2,0,3.5,0,0,-9.9,0,36.86,0.30000000000000004,2.9000000000000004,338,115.47
2021,1,7,3,0,2.6,0,0,-9.8,0,39.45,0.30000000000000004,2.7,340,127.91
2021,1,7,4,0,1.8,0,0,-9.8,0,41.74,0.30000000000000004,2.6,342,140.45000000000002
2021,1,7,5,0,1,0,0,-9.9,0,44.15,0.30000000000000004,2.5,345,152.79
2021,1,7,6,0,0.30000000000000004,0,0,-9.9,0,46.24,0.30000000000000004,2.3000000000000003,346,164
2021,1,7,7,0,-0.4,0,0,-10,0,48.410000000000004,0.4,2.1,344,169.08
2021,1,7,8,0,-0.9,0,0,-10.100000000000001,0,49.78,0.4,2.1,339,161.76
2021,1,7,9,0,-1.4000000000000001,0,0,-10.200000000000001,0,51.13,0.4,2.1,337,150.13
2021,1,7,10,0,-1.8,0,0,-10.3,0,52.17,0.4,2.1,338,137.69
2021,1,7,11,0,-2.3000000000000003,0,0,-10.4,0,53.75,0.4,2,341,125.15
2021,1,7,12,0,-2.7,0,0,-10.5,0,54.95,0.4,2,344,112.76
2021,1,7,13,0,-3.1,0,0,-10.600000000000001,0,56.230000000000004,0.5,1.9000000000000001,347,100.71000000000001
2021,1,7,14,0,-0.9,17,17,-10.3,0,48.93,0.5,2.6,351,88.84
2021,1,7,15,0,2.1,186,186,-10.100000000000001,0,39.89,0.5,3.1,354,78.48
2021,1,7,16,0,5.9,367,367,-9.8,0,31.36,0.6000000000000001,2.5,15,69.14
2021,1,7,17,0,9.1,513,513,-9.9,0,25.03,0.6000000000000001,1.9000000000000001,24,61.68
2021,1,7,18,0,11,603,603,-9.9,0,22.1,0.6000000000000001,1,339,56.870000000000005
2021,1,7,19,0,12.3,630,630,-9.9,0,20.32,0.6000000000000001,1.3,281,55.43
2021,1,7,20,0,13.200000000000001,586,586,-9.9,0,19.07,0.7000000000000001,1.6,268,57.61
2021,1,7,21,0,13.3,484,484,-9.9,0,18.91,0.7000000000000001,1.5,261,63.04
2021,1,7,22,0,12.5,329,329,-7.1000000000000005,0,24.85,0.7000000000000001,0.7000000000000001,236,70.96000000000001
2021,1,7,23,0,9,143,143,-6,0,34.01,0.7000000000000001,0.9,138,80.60000000000001
2021,1,8,0,0,5.800000000000001,0,0,-6.9,0,39.49,0.7000000000000001,1.4000000000000001,123,91.55
2021,1,8,1,0,4.4,0,0,-7.300000000000001,0,42.49,0.7000000000000001,1.7000000000000002,116,103.19
2021,1,8,2,0,3.2,0,0,-7.300000000000001,0,46.07,0.7000000000000001,1.9000000000000001,110,115.33
2021,1,8,3,0,2,0,0,-7.1000000000000005,0,51.03,0.7000000000000001,2,104,127.76
2021,1,8,4,0,0.7000000000000001,0,0,-6.7,0,57.660000000000004,0.7000000000000001,1.9000000000000001,99,140.3
2021,1,8,5,0,-0.4,0,0,-6.300000000000001,0,64.58,0.7000000000000001,1.8,95,152.64000000000001
2021,1,8,6,0,-1.3,0,0,-5.7,0,72.14,0.7000000000000001,1.6,90,163.84
2021,1,8,7,0,-2.1,0,0,-5.1000000000000005,0,79.87,0.6000000000000001,1.5,85,168.96
2021,1,8,8,0,-2.7,0,0,-4.6000000000000005,0,86.94,0.6000000000000001,1.4000000000000001,83,161.75
2021,1,8,9,0,-3.2,0,0,-4.1000000000000005,0,93.58,0.6000000000000001,1.3,85,150.15
2021,1,8,10,0,-3.7,0,0,-3.7,0,100,0.6000000000000001,1.2000000000000002,87,137.72
2021,1,8,11,0,-4,0,0,-4,1,100,0.6000000000000001,1.2000000000000002,83,125.18
2021,1,8,12,0,-3.9000000000000004,0,0,-3.9000000000000004,1,100,0.6000000000000001,1.2000000000000002,76,112.78
2021,1,8,13,0,-3.1,0,0,-3.1,0,100,0.6000000000000001,1.7000000000000002,67,100.72
2021,1,8,14,0,-2,15,15,-2.7,0,94.68,0.7000000000000001,2.9000000000000004,62,88.84
2021,1,8,15,0,-0.2,177,177,-2.4000000000000004,1,85.22,0.7000000000000001,3.3000000000000003,67,78.46000000000001
2021,1,8,16,0,1.6,360,6,-2.7,8,73.34,0.7000000000000001,3.4000000000000004,76,69.09
2021,1,8,17,0,2.9000000000000004,504,81,-2.8000000000000003,5,66.05,0.8,3.1,84,61.6
2021,1,8,18,0,4.6000000000000005,596,87,-2.9000000000000004,4,58.07,0.8,2.6,87,56.76
2021,1,8,19,0,6.1000000000000005,624,109,-3.2,5,51.34,0.8,2.1,93,55.29
2021,1,8,20,0,6.9,585,127,-3.5,4,47.660000000000004,0.8,1.8,101,57.45
2021,1,8,21,0,7,482,140,-3.6,4,46.86,0.8,1.5,108,62.870000000000005
2021,1,8,22,0,6.300000000000001,328,122,-3.6,4,49.02,0.8,1.2000000000000002,118,70.79
2021,1,8,23,0,3.9000000000000004,142,66,-3.2,4,60.02,0.8,0.7000000000000001,136,80.44
2021,1,9,0,0,1.9000000000000001,0,0,-3.4000000000000004,4,68.03,0.8,0.8,153,91.39
2021,1,9,1,0,0.7000000000000001,0,0,-3.1,1,75.73,0.8,0.8,165,103.03
2021,1,9,2,0,-0.2,0,0,-2.8000000000000003,0,82.46000000000001,0.8,0.8,186,115.18
2021,1,9,3,0,-1,0,0,-2.7,0,88.43,0.7000000000000001,0.7000000000000001,200,127.62
2021,1,9,4,0,-1.4000000000000001,0,0,-2.6,0,91.42,0.7000000000000001,0.8,199,140.16
2021,1,9,5,0,-1.8,0,0,-2.6,0,94.35000000000001,0.7000000000000001,0.8,206,152.49
2021,1,9,6,0,-2.2,0,0,-2.6,0,97.38,0.8,0.8,222,163.67000000000002
2021,1,9,7,0,-2.5,0,0,-2.5,0,99.71000000000001,0.8,0.8,235,168.83
2021,1,9,8,0,-2.7,0,0,-2.7,0,100,0.8,0.8,253,161.73
2021,1,9,9,0,-2.8000000000000003,0,0,-2.8000000000000003,0,100,0.9,0.7000000000000001,273,150.17000000000002
2021,1,9,10,0,-2.7,0,0,-2.7,5,100,0.9,0.6000000000000001,293,137.75
2021,1,9,11,0,-2.8000000000000003,0,0,-2.8000000000000003,7,100,0.9,0.30000000000000004,318,125.21000000000001
2021,1,9,12,0,-2.6,0,0,-2.8000000000000003,0,98.27,0.9,0.4,108,112.8
2021,1,9,13,0,-2.8000000000000003,0,0,-3,8,98.35000000000001,1,0.9,120,100.73
2021,1,9,14,0,-2.3000000000000003,14,5,-3.2,8,93.69,1,1.6,121,88.83
2021,1,9,15,0,-0.5,169,8,-2.8000000000000003,8,84.54,1,2.7,127,78.43
2021,1,9,16,0,1.8,347,89,-2.4000000000000004,8,73.79,1,3.9000000000000004,135,69.04
2021,1,9,17,0,3.4000000000000004,491,148,-2,8,67.55,1,4.4,136,61.51
2021,1,9,18,0,4.9,581,78,-1.7000000000000002,8,62.54,1,4.6000000000000005,137,56.64
2021,1,9,19,0,5.9,604,142,-1.4000000000000001,8,59.52,1.1,4.3,136,55.14
2021,1,9,20,0,6.4,566,44,-1.2000000000000002,8,58.44,1.1,4.3,132,57.29
2021,1,9,21,0,6.5,464,27,-1,8,58.95,1.1,4.6000000000000005,127,62.7
2021,1,9,22,0,6.1000000000000005,312,18,-0.7000000000000001,4,61.59,1.1,4.7,122,70.62
2021,1,9,23,0,4.9,132,5,-0.4,5,68.43,1.1,3.6,115,80.27
2021,1,10,0,0,3.9000000000000004,0,0,-0.1,8,75.05,1.1,3.1,103,91.23
2021,1,10,1,0,3.3000000000000003,0,0,0.1,7,79.64,1.2000000000000002,3.3000000000000003,93,102.88
2021,1,10,2,0,2.7,0,0,0.2,6,83.67,1.2000000000000002,3.7,87,115.02
2021,1,10,3,0,2.1,0,0,0.2,7,87.01,1.2000000000000002,4.3,82,127.47
2021,1,10,4,0,1.6,0,0,0,6,88.82000000000001,1.2000000000000002,4.800000000000001,80,140.01
2021,1,10,5,0,1.1,0,0,-0.4,6,89.76,1.2000000000000002,4.9,82,152.33
2021,1,10,6,0,0.5,0,0,-0.8,6,90.93,1.2000000000000002,4.800000000000001,82,163.5
2021,1,10,7,0,0,0,0,-1.2000000000000002,6,91.8,1.3,5,80,168.69
2021,1,10,8,0,-0.30000000000000004,0,0,-1.5,6,91.92,1.2000000000000002,4.9,74,161.71
2021,1,10,9,0,-0.6000000000000001,0,0,-1.7000000000000002,9,92.02,1.2000000000000002,4.7,65,150.18
2021,1,10,10,0,-0.9,0,0,-2,6,92.26,1.2000000000000002,4.5,54,137.77
2021,1,10,11,0,-1.2000000000000002,0,0,-2.2,6,92.64,1.1,4.3,46,125.23
2021,1,10,12,0,-1.4000000000000001,0,0,-2.5,8,92.4,1.1,3.9000000000000004,44,112.81
2021,1,10,13,0,-1.8,0,0,-2.8000000000000003,6,93.16,1,3.4000000000000004,47,100.73
2021,1,10,14,0,-1.8,12,4,-2.9000000000000004,6,92.04,1,3.3000000000000003,52,88.82000000000001
2021,1,10,15,0,-1.3,164,6,-2.9000000000000004,6,88.99,1,3.8000000000000003,59,78.4
2021,1,10,16,0,-0.8,344,38,-3,6,85.28,1,3.9000000000000004,55,68.98
2021,1,10,17,0,-0.4,493,31,-3,8,82.39,1,3.9000000000000004,45,61.42
2021,1,10,18,0,0,589,56,-3.1,8,79.84,0.9,3.9000000000000004,36,56.51
2021,1,10,19,0,0.2,619,77,-3.1,5,78.23,0.9,3.7,29,54.99
2021,1,10,20,0,0.4,581,57,-3.2,8,77,0.9,3.6,26,57.120000000000005
2021,1,10,21,0,0.30000000000000004,479,32,-3.2,4,77.54,0.9,3.5,24,62.52
2021,1,10,22,0,0.1,324,20,-3.2,4,78.42,0.9,3.2,22,70.44
2021,1,10,23,0,-1.3,141,141,-4,1,81.93,0.9,2,20,80.10000000000001
2021,1,11,0,0,-3.5,0,0,-5.300000000000001,7,87.09,0.9,1.2000000000000002,11,91.06
2021,1,11,1,0,-4.3,0,0,-5.7,8,89.92,0.9,1.2000000000000002,349,102.72
2021,1,11,2,0,-5.300000000000001,0,0,-6.1000000000000005,4,93.93,0.8,1.3,326,114.87
2021,1,11,3,0,-6.1000000000000005,0,0,-6.6000000000000005,1,96.24000000000001,0.8,1.5,318,127.32000000000001
2021,1,11,4,0,-6.6000000000000005,0,0,-7,1,97.27,0.8,1.6,319,139.86
2021,1,11,5,0,-7,0,0,-7.2,1,98.17,0.8,1.7000000000000002,325,152.18
2021,1,11,6,0,-7.2,0,0,-7.4,4,98.29,0.8,1.7000000000000002,332,163.32
