Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2751838,-,-,-,35.46,-97.51,0,369,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky GHI,Temperature,Cloud Type,Dew Point,GHI,Solar Zenith Angle,Relative Humidity,Precipitable Water,Wind Speed,Wind Direction
2023,1,2,18,0,491,19.200000000000003,6,16.6,83,58.88,84.79,3.1,5.7,177
2023,1,2,19,0,504,19.6,6,16.8,32,58.65,83.88,3,5.5,184
2023,1,2,20,0,459,20,7,16.900000000000002,322,61.76,82.41,2.9000000000000004,5.2,193
2023,1,2,21,0,354,20,7,16.5,180,67.76,80.45,2.7,4.4,198
2023,1,2,22,0,207,18.7,8,15.700000000000001,181,75.94,82.65,2.4000000000000004,3.3000000000000003,204
2023,1,2,23,0,51,15.700000000000001,3,14.700000000000001,31,85.58,93.91,2.1,2.2,209
2023,1,3,0,0,0,13.8,0,13.8,0,96.55,100,1.9000000000000001,2,219
2023,1,3,1,0,0,12.9,0,12.8,0,108.05,99.25,1.9000000000000001,2.1,227
2023,1,3,2,0,0,13.8,0,11.5,0,119.99000000000001,85.82000000000001,1.9000000000000001,3,235
2023,1,3,3,0,0,14,3,9.8,0,132.16,75.76,1.8,3.8000000000000003,239
2023,1,3,4,0,0,13,4,8,0,144.31,71.65,1.2000000000000002,3.9000000000000004,246
2023,1,3,5,0,0,11.600000000000001,4,5.5,0,155.96,66.02,0.9,4.2,250
2023,1,3,6,0,0,9.700000000000001,3,2.4000000000000004,0,165.35,60.58,0.7000000000000001,3.3000000000000003,247
2023,1,3,7,0,0,8.700000000000001,9,0.5,0,166.20000000000002,56.49,0.6000000000000001,3,241
2023,1,3,8,0,0,8.1,7,-0.4,0,157.51,55.2,0.6000000000000001,3.4000000000000004,237
2023,1,3,9,0,0,7,1,-0.7000000000000001,0,146.02,58.03,0.7000000000000001,3.6,239
2023,1,3,10,0,0,5.7,0,-0.8,0,133.9,63.04,0.7000000000000001,3.4000000000000004,247
2023,1,3,11,0,0,4.6000000000000005,0,-0.8,0,121.71000000000001,68.08,0.7000000000000001,2.8000000000000003,258
2023,1,3,12,0,0,3.5,0,-0.8,0,109.71000000000001,73.62,0.7000000000000001,2.1,268
2023,1,3,13,0,0,2.8000000000000003,0,-0.8,0,98.13,76.92,0.7000000000000001,1.7000000000000002,275
2023,1,3,14,0,37,4.9,0,-0.4,37,86.97,68.43,0.7000000000000001,2.6,279
2023,1,3,15,0,202,7.300000000000001,0,-1.6,202,77.19,53.15,0.8,3.7,295
2023,1,3,16,0,366,8.8,0,-2.9000000000000004,366,68.75,43.64,0.8,4.4,304
2023,1,3,17,0,489,9.200000000000001,1,-3.1,489,62.38,41.77,0.8,4.1000000000000005,301
2023,1,3,18,0,557,9.9,8,-3.1,433,58.800000000000004,39.93,0.8,4,295
2023,1,3,19,0,559,10.3,7,-3,429,58.54,39.08,0.9,4.1000000000000005,289
2023,1,3,20,0,502,10.8,2,-3,395,61.63,38.03,0.9,4.3,289
2023,1,3,21,0,387,10.4,2,-3,303,67.62,38.81,0.9,4.1000000000000005,295
2023,1,3,22,0,229,9,7,-2.7,166,75.79,43.800000000000004,0.9,3.1,301
2023,1,3,23,0,59,5.1000000000000005,8,-1.6,39,85.43,61.86,0.9,1.6,310
2023,1,4,0,0,0,3.8000000000000003,0,-2.1,0,96.4,65.59,0.9,1.5,315
2023,1,4,1,0,0,3.1,0,-2.4000000000000004,0,107.91,66.98,0.9,1.6,317
2023,1,4,2,0,0,2.6,0,-2.8000000000000003,0,119.85000000000001,67.55,0.9,1.6,319
2023,1,4,3,0,0,2,0,-3.1,0,132.02,68.95,0.9,1.7000000000000002,322
2023,1,4,4,0,0,1.4000000000000001,0,-3.3000000000000003,0,144.17000000000002,70.75,0.9,1.8,324
2023,1,4,5,0,0,1,0,-3.5,0,155.82,72.08,1,1.7000000000000002,324
2023,1,4,6,0,0,0.6000000000000001,0,-3.6,0,165.21,73.62,1,1.7000000000000002,323
2023,1,4,7,0,0,0.5,0,-3.6,0,166.15,73.99,1.1,1.8,326
2023,1,4,8,0,0,0.4,0,-3.6,0,157.53,74.65,1.1,1.9000000000000001,329
2023,1,4,9,0,0,0.30000000000000004,4,-3.5,0,146.06,75.46000000000001,1.1,1.8,332
2023,1,4,10,0,0,-0.1,0,-3.6,0,133.94,77.35000000000001,1.1,1.5,333
2023,1,4,11,0,0,-0.8,0,-3.8000000000000003,0,121.75,80.31,1.1,1.2000000000000002,328
2023,1,4,12,0,0,-1,4,-3.8000000000000003,0,109.75,81.25,1.1,1.2000000000000002,320
2023,1,4,13,0,0,-1.7000000000000002,5,-3.9000000000000004,0,98.15,85.13,1,1.3,309
2023,1,4,14,0,36,0.5,5,-3.7,15,86.97,73.55,1,2.4000000000000004,299
2023,1,4,15,0,200,3.3000000000000003,0,-4,200,77.19,58.76,1,2.3000000000000003,294
2023,1,4,16,0,364,5.9,0,-4.4,364,68.72,47.59,0.9,1.9000000000000001,280
2023,1,4,17,0,487,7.7,0,-4.1000000000000005,487,62.32,42.910000000000004,0.9,2.1,267
2023,1,4,18,0,555,9.200000000000001,0,-3.9000000000000004,555,58.71,39.58,0.9,2.5,261
2023,1,4,19,0,560,10.4,0,-3.5,560,58.42,37.45,0.9,2.9000000000000004,260
2023,1,4,20,0,502,11,0,-3.1,502,61.5,37.21,0.9,3.1,262
2023,1,4,21,0,388,11,0,-2.6,388,67.48,38.51,0.9,3.2,267
2023,1,4,22,0,229,9.4,0,-1,229,75.65,48.27,1,2.2,267
2023,1,4,23,0,60,5.5,0,-0.8,60,85.28,63.83,0.9,1.6,266
2023,1,5,0,0,0,4.5,0,-1.2000000000000002,0,96.26,66.42,0.9,1.7000000000000002,268
2023,1,5,1,0,0,4,0,-1.4000000000000001,0,107.76,67.63,0.9,1.9000000000000001,277
2023,1,5,2,0,0,3.7,0,-1.7000000000000002,0,119.71000000000001,67.75,0.8,2.3000000000000003,302
2023,1,5,3,0,0,3.5,0,-2.3000000000000003,0,131.88,65.97,0.7000000000000001,2.9000000000000004,326
2023,1,5,4,0,0,2.3000000000000003,0,-3,0,144.03,67.79,0.7000000000000001,2.8000000000000003,335
2023,1,5,5,0,0,0.7000000000000001,0,-3.6,0,155.67000000000002,72.74,0.6000000000000001,2.1,329
2023,1,5,6,0,0,0,0,-4,0,165.06,74.58,0.6000000000000001,2.1,314
2023,1,5,7,0,0,-0.30000000000000004,0,-4.1000000000000005,0,166.08,75.64,0.6000000000000001,2.4000000000000004,306
2023,1,5,8,0,0,-0.7000000000000001,0,-4.1000000000000005,0,157.55,77.59,0.6000000000000001,2.5,302
2023,1,5,9,0,0,-0.9,0,-4.2,0,146.1,78.57000000000001,0.6000000000000001,2.8000000000000003,297
2023,1,5,10,0,0,-1.1,0,-4.3,0,133.98,78.69,0.5,3,295
2023,1,5,11,0,0,-1.4000000000000001,0,-4.800000000000001,0,121.79,77.62,0.5,3,296
2023,1,5,12,0,0,-1.6,0,-5.4,0,109.78,75.49,0.5,3,298
2023,1,5,13,0,0,-1.8,0,-5.800000000000001,0,98.18,74.14,0.5,3.1,301
2023,1,5,14,0,40,-0.1,0,-5.800000000000001,40,86.98,65.66,0.4,4,304
2023,1,5,15,0,212,2.4000000000000004,0,-5.300000000000001,212,77.17,56.79,0.4,3.6,303
2023,1,5,16,0,377,6.1000000000000005,0,-5.6000000000000005,377,68.68,42.83,0.5,4.1000000000000005,317
2023,1,5,17,0,502,8.9,0,-6.6000000000000005,502,62.26,32.74,0.5,4.3,329
2023,1,5,18,0,571,10.5,7,-6.7,449,58.620000000000005,29.32,0.5,3.8000000000000003,322
2023,1,5,19,0,577,11.600000000000001,0,-6.6000000000000005,577,58.300000000000004,27.38,0.5,3.4000000000000004,312
2023,1,5,20,0,515,12,0,-6.5,515,61.36,26.89,0.6000000000000001,3.1,303
2023,1,5,21,0,397,11.8,0,-6.300000000000001,397,67.33,27.69,0.7000000000000001,2.5,299
2023,1,5,22,0,238,9.700000000000001,3,-1.2000000000000002,134,75.49,46.45,0.7000000000000001,0.9,301
2023,1,5,23,0,64,8.3,0,-5,64,85.14,38.57,0.8,0.8,308
2023,1,6,0,0,0,8.6,8,-6.2,0,96.11,34.410000000000004,0.9,0.2,291
2023,1,6,1,0,0,7.7,4,-6.5,0,107.61,35.87,0.9,0.6000000000000001,173
2023,1,6,2,0,0,5.9,0,-6,0,119.56,42.15,0.9,1.2000000000000002,175
2023,1,6,3,0,0,3.8000000000000003,0,-5.300000000000001,0,131.74,51.47,0.9,1.5,177
2023,1,6,4,0,0,2.5,0,-5,0,143.89000000000001,57.81,0.9,1.5,180
2023,1,6,5,0,0,1.8,0,-4.5,0,155.52,63,0.9,1.6,183
2023,1,6,6,0,0,1.4000000000000001,0,-4.4,0,164.92000000000002,65.22,1,1.7000000000000002,184
2023,1,6,7,0,0,1.7000000000000002,0,-4.1000000000000005,0,166.01,65.27,1,1.9000000000000001,182
2023,1,6,8,0,0,1.4000000000000001,7,-4.2,0,157.55,66.29,1,2.1,178
2023,1,6,9,0,0,1.5,7,-4.1000000000000005,0,146.12,66.55,1.1,2.5,173
2023,1,6,10,0,0,1.4000000000000001,6,-3.7,0,134.02,68.58,1.1,2.8000000000000003,172
2023,1,6,11,0,0,1.4000000000000001,6,-3.3000000000000003,0,121.82000000000001,70.92,1.2000000000000002,3,172
2023,1,6,12,0,0,2.5,9,-2.7,0,109.81,68.69,1.3,3.9000000000000004,173
2023,1,6,13,0,0,3,6,-2,0,98.19,69.82000000000001,1.4000000000000001,4.6000000000000005,177
2023,1,6,14,0,33,4.6000000000000005,7,-0.9,10,86.99,67.6,1.8,5.800000000000001,185
2023,1,6,15,0,192,6,6,0.30000000000000004,30,77.16,66.98,1.7000000000000002,6,179
2023,1,6,16,0,354,8.9,7,1.4000000000000001,107,68.64,59.46,1.5,6.2,172
2023,1,6,17,0,475,12.200000000000001,8,3.1,368,62.190000000000005,53.61,1.5,7.1000000000000005,180
2023,1,6,18,0,546,14.4,7,4.6000000000000005,395,58.52,51.82,1.5,7,189
2023,1,6,19,0,551,15.8,7,5.9,149,58.18,51.76,1.6,6.6000000000000005,196
2023,1,6,20,0,495,16.3,7,7,349,61.22,53.980000000000004,1.6,5.800000000000001,200
2023,1,6,21,0,384,16.2,7,7.800000000000001,183,67.18,57.36,1.6,5.2,198
2023,1,6,22,0,229,14.700000000000001,8,8.5,181,75.34,66.23,1.6,4,195
2023,1,6,23,0,62,11.600000000000001,7,8.9,41,84.99,83.24,1.5,2.8000000000000003,195
2023,1,7,0,0,0,10.200000000000001,3,9.4,0,95.96000000000001,94.86,1.3,2.7,196
2023,1,7,1,0,0,9.5,8,9.5,0,107.47,100,1.2000000000000002,2.8000000000000003,197
2023,1,7,2,0,0,10,0,10,0,119.42,100,1.1,3.6,198
2023,1,7,3,0,0,10.600000000000001,8,10.600000000000001,0,131.59,100,1.1,4.4,206
2023,1,7,4,0,0,10.3,3,10.3,0,143.74,100,1.1,4.5,221
2023,1,7,5,0,0,9.5,0,9.5,0,155.37,100,1,4.3,248
2023,1,7,6,0,0,7.5,0,6.9,0,164.76,96.16,0.8,4.5,285
2023,1,7,7,0,0,5.5,0,2.3000000000000003,0,165.94,80.09,0.7000000000000001,4.6000000000000005,310
2023,1,7,8,0,0,4.6000000000000005,0,0.4,0,157.55,74.4,0.8,4.800000000000001,323
2023,1,7,9,0,0,4,0,0.6000000000000001,0,146.15,78.52,0.8,5.1000000000000005,329
2023,1,7,10,0,0,3.2,0,0.2,0,134.05,80.69,0.8,5.300000000000001,331
2023,1,7,11,0,0,1.9000000000000001,0,-0.7000000000000001,0,121.85000000000001,82.89,0.8,5.5,333
2023,1,7,12,0,0,0.7000000000000001,0,-1.2000000000000002,0,109.83,87.28,0.9,5.5,335
2023,1,7,13,0,0,-0.1,0,-1.3,0,98.2,91.72,0.9,5.4,337
2023,1,7,14,0,36,0.5,0,-1.4000000000000001,36,86.98,86.85000000000001,0.9,5.5,339
2023,1,7,15,0,201,2.5,0,-1.5,201,77.13,75.05,1,5.5,339
2023,1,7,16,0,365,5,0,-1,365,68.59,65.15,1,5.4,341
2023,1,7,17,0,488,7.4,0,0,488,62.11,59.230000000000004,1,5.300000000000001,344
2023,1,7,18,0,558,9.200000000000001,0,0.9,558,58.410000000000004,55.99,1,5.2,343
2023,1,7,19,0,565,10.4,7,1.1,367,58.04,52.69,1,5.1000000000000005,343
2023,1,7,20,0,509,11,2,1.1,385,61.06,50.38,1,5,343
2023,1,7,21,0,395,10.8,5,1,257,67.02,50.72,1,4.7,344
2023,1,7,22,0,237,9.600000000000001,8,1.2000000000000002,214,75.18,55.77,1,3.4000000000000004,347
2023,1,7,23,0,67,5.7,7,1.1,43,84.83,72.44,0.9,1.7000000000000002,352
2023,1,8,0,0,0,4.5,4,0.7000000000000001,0,95.8,76.09,0.9,1.8,359
2023,1,8,1,0,0,3.7,0,0.30000000000000004,0,107.31,78.66,0.9,1.8,8
2023,1,8,2,0,0,2.8000000000000003,0,0.1,0,119.27,82.18,0.8,1.7000000000000002,15
2023,1,8,3,0,0,1.8,0,-0.30000000000000004,0,131.44,86.15,0.8,1.6,20
2023,1,8,4,0,0,0.9,7,-0.7000000000000001,0,143.59,89.13,0.8,1.4000000000000001,21
2023,1,8,5,0,0,0.1,7,-1.1,0,155.21,91.62,0.8,1.2000000000000002,17
2023,1,8,6,0,0,-0.5,0,-1.4000000000000001,0,164.6,93.29,0.8,1.2000000000000002,10
2023,1,8,7,0,0,-1,0,-1.7000000000000002,0,165.85,94.72,0.8,1.2000000000000002,3
2023,1,8,8,0,0,-1.4000000000000001,0,-2,0,157.54,95.82000000000001,0.8,1.3,358
2023,1,8,9,0,0,-1.8,0,-2.2,0,146.17000000000002,97.08,0.8,1.3,357
2023,1,8,10,0,0,-2.2,0,-2.4000000000000004,0,134.07,98.39,0.8,1.3,357
2023,1,8,11,0,0,-2.6,0,-2.6,0,121.87,100,0.7000000000000001,1.3,357
2023,1,8,12,0,0,-2.9000000000000004,0,-2.9000000000000004,0,109.85000000000001,100,0.7000000000000001,1.2000000000000002,354
2023,1,8,13,0,0,-3.1,0,-3.1,0,98.21000000000001,100,0.7000000000000001,1.2000000000000002,348
2023,1,8,14,0,38,-0.4,0,-2.9000000000000004,38,86.97,83.23,0.7000000000000001,2,336
2023,1,8,15,0,207,2.1,0,-2.6,207,77.10000000000001,71.17,0.7000000000000001,1.9000000000000001,321
2023,1,8,16,0,373,5.6000000000000005,0,-2,373,68.54,57.97,0.7000000000000001,1.1,297
2023,1,8,17,0,499,9.1,0,-2.1,499,62.02,45.32,0.7000000000000001,0.8,268
2023,1,8,18,0,569,11.3,0,-2.2,569,58.29,38.87,0.7000000000000001,0.8,226
2023,1,8,19,0,577,13.4,0,-2.3000000000000003,577,57.9,33.59,0.7000000000000001,1.1,218
2023,1,8,20,0,521,14.3,0,-1.7000000000000002,521,60.910000000000004,33.14,0.7000000000000001,1.4000000000000001,208
2023,1,8,21,0,405,14.100000000000001,0,-1.1,405,66.85,35.09,0.7000000000000001,1.7000000000000002,198
2023,1,8,22,0,246,11.5,0,3,246,75.01,55.95,0.7000000000000001,1,188
2023,1,8,23,0,70,7.4,0,0.4,70,84.67,61.160000000000004,0.7000000000000001,1.4000000000000001,182
2023,1,9,0,0,0,6,0,0,0,95.64,65.49,0.7000000000000001,1.6,182
2023,1,9,1,0,0,5.300000000000001,0,0.1,0,107.16,68.96000000000001,0.7000000000000001,1.8,188
2023,1,9,2,0,0,4.800000000000001,0,0.1,0,119.12,71.63,0.7000000000000001,2,196
2023,1,9,3,0,0,4.4,0,0,0,131.29,73.23,0.6000000000000001,2.3000000000000003,201
2023,1,9,4,0,0,4,0,-0.2,0,143.44,74.3,0.6000000000000001,2.6,201
2023,1,9,5,0,0,3.7,0,-0.30000000000000004,0,155.05,74.99,0.6000000000000001,2.8000000000000003,199
2023,1,9,6,0,0,3.5,0,-0.30000000000000004,0,164.43,75.92,0.6000000000000001,3,197
2023,1,9,7,0,0,3.3000000000000003,7,-0.30000000000000004,0,165.75,77.32000000000001,0.6000000000000001,3.1,195
2023,1,9,8,0,0,3,7,-0.2,0,157.52,79.38,0.6000000000000001,3.3000000000000003,192
2023,1,9,9,0,0,2.8000000000000003,0,-0.2,0,146.18,80.77,0.6000000000000001,3.4000000000000004,192
2023,1,9,10,0,0,2.8000000000000003,7,-0.1,0,134.09,81.18,0.7000000000000001,3.7,192
2023,1,9,11,0,0,2.9000000000000004,8,0,0,121.89,81.10000000000001,0.7000000000000001,3.9000000000000004,192
2023,1,9,12,0,0,3,7,0.1,0,109.86,81.21000000000001,0.7000000000000001,4.1000000000000005,191
2023,1,9,13,0,0,3.3000000000000003,0,0.2,0,98.21000000000001,80.31,0.8,4.3,190
2023,1,9,14,0,36,4.4,7,0.5,20,86.96000000000001,75.86,0.8,5,188
2023,1,9,15,0,202,6.9,7,1.1,159,77.06,66.35,0.9,5.300000000000001,184
2023,1,9,16,0,368,10.8,0,1.6,368,68.47,53.18,0.9,6.300000000000001,190
2023,1,9,17,0,494,14,0,2.1,494,61.93,44.64,0.9,7.1000000000000005,200
2023,1,9,18,0,566,16,0,2.6,566,58.17,40.53,0.9,6.9,209
2023,1,9,19,0,574,17.1,0,2.8000000000000003,574,57.75,38.49,0.9,6.2,217
2023,1,9,20,0,518,17.6,0,2.8000000000000003,518,60.74,37.1,0.9,5.4,225
2023,1,9,21,0,405,17.3,0,2.7,405,66.68,37.57,0.9,4.3,235
2023,1,9,22,0,247,14.3,0,4.2,247,74.85000000000001,50.620000000000005,0.9,2,248
2023,1,9,23,0,74,9.8,0,2.4000000000000004,74,84.51,59.89,0.7000000000000001,1.5,272
2023,1,10,0,0,0,8.200000000000001,0,0.8,0,95.48,59.54,0.6000000000000001,1.5,292
2023,1,10,1,0,0,7.4,0,-0.4,0,107,57.58,0.6000000000000001,1.5,301
2023,1,10,2,0,0,7.300000000000001,7,-1.4000000000000001,0,118.96000000000001,53.9,0.5,1.5,296
2023,1,10,3,0,0,8,7,-2.3000000000000003,0,131.14000000000001,48.13,0.5,1.4000000000000001,282
2023,1,10,4,0,0,8.200000000000001,0,-2.8000000000000003,0,143.28,45.88,0.6000000000000001,1.3,278
2023,1,10,5,0,0,8.5,0,-3.1,0,154.89000000000001,44.050000000000004,0.6000000000000001,1.1,264
2023,1,10,6,0,0,8,0,-3.1,0,164.26,45.39,0.7000000000000001,1.2000000000000002,239
2023,1,10,7,0,0,7.4,0,-3,0,165.65,47.52,0.8,1.4000000000000001,223
2023,1,10,8,0,0,6.800000000000001,0,-2.8000000000000003,0,157.5,50.39,0.9,1.4000000000000001,212
2023,1,10,9,0,0,6.300000000000001,0,-2.5,0,146.18,53.33,1,1.5,199
2023,1,10,10,0,0,5.2,0,-2.1,0,134.1,59.120000000000005,1,1.5,186
2023,1,10,11,0,0,3.9000000000000004,0,-1.2000000000000002,0,121.9,69.15,1,1.5,178
2023,1,10,12,0,0,3.1,0,0.5,0,109.86,83.01,1,1.6,173
2023,1,10,13,0,0,2.9000000000000004,0,2.7,0,98.2,98.71000000000001,1.1,1.8,172
2023,1,10,14,0,36,6.300000000000001,7,4.9,22,86.94,90.83,1.2000000000000002,2.9000000000000004,179
2023,1,10,15,0,201,9.200000000000001,7,5.800000000000001,155,77.02,79.41,1.2000000000000002,3.9000000000000004,185
2023,1,10,16,0,367,12.200000000000001,8,6.2,270,68.4,66.76,1.2000000000000002,3.6,186
2023,1,10,17,0,492,15.9,1,4.3,492,61.83,46.17,1.2000000000000002,4.3,207
2023,1,10,18,0,563,18.3,7,2.8000000000000003,422,58.04,35.550000000000004,1.2000000000000002,4.9,222
2023,1,10,19,0,573,19.900000000000002,0,2.1,573,57.59,30.740000000000002,1.1,5.1000000000000005,233
2023,1,10,20,0,519,20.3,7,2.2,392,60.57,30.150000000000002,1.1,5,240
2023,1,10,21,0,406,19.3,6,3.5,187,66.51,35.2,1.1,3.8000000000000003,239
2023,1,10,22,0,249,16.2,6,5.5,47,74.67,49.11,1.1,2.3000000000000003,228
2023,1,10,23,0,76,12.600000000000001,8,4.5,57,84.35000000000001,57.9,1,2.2,219
2023,1,11,0,0,0,11.9,8,4.1000000000000005,0,95.32000000000001,58.980000000000004,1,2.6,222
2023,1,11,1,0,0,11.5,7,3.6,0,106.84,58.24,1,2.8000000000000003,232
2023,1,11,2,0,0,10.8,1,2.7,0,118.81,57.17,0.9,2.7,240
2023,1,11,3,0,0,10.200000000000001,0,1.8,0,130.99,56.1,0.9,2.5,244
2023,1,11,4,0,0,9.600000000000001,0,1.4000000000000001,0,143.12,56.71,0.8,2.5,254
2023,1,11,5,0,0,8.9,8,1.2000000000000002,0,154.72,58.67,0.8,2.6,268
2023,1,11,6,0,0,8.3,7,1.2000000000000002,0,164.08,60.88,0.8,2.4000000000000004,281
2023,1,11,7,0,0,7.300000000000001,1,1,0,165.53,64.34,0.8,2.3000000000000003,293
2023,1,11,8,0,0,6.2,8,0.7000000000000001,0,157.47,67.81,0.8,2.1,306
2023,1,11,9,0,0,5.300000000000001,7,0.30000000000000004,0,146.18,70.22,0.8,2.2,312
